"","row","column","ID","event","event_short","construct","construct2","block","H49","H144","H299","H335","H357","H385","H421","H497","D49","D144","D299","D335","D357","D385","D421","D497"
"290",5,25,"LCOR-022","LC-102 4B","4B","LC-102","transgenic","large",1511.3,1616.5,1618.488,1938.528,2270.76,2758.44,3550.92,3627.12,10.414,11,11,14,16,19,24,25
"291",6,25,"LCOR-434","LC-102 4B","4B","LC-102","transgenic","large",1435.1,1647,1719.072,2426.208,2560.32,3124.2,3886.2,3901.44,10.668,12,12,17,20,23,27,27
"292",7,25,"LCOR-160","LC-102 5A","5A","LC-102","transgenic","large",1651,1891,1959.864,2206.752,2590.8,3185.16,4053.84,4145.28,12.192,12.192,13,16.5,20,22,27.5,28
"293",8,25,"LCOR-199","CT717 3","CT3","Control","control","large",1397,1464,1464,1700.784,1950.72,2316.48,2910.84,2926.08,10.16,10.16,10.16,14,15,18,20.5,21
"294",9,25,"LCOR-506","LC-102 16-20","16-20","Escape","control","large",1422.4,1479.25,1520.952,1816.608,2148.84,2560.32,3169.92,3169.92,8.89,10,10,12.5,15,16,18.5,20
"295",10,25,"LCOR-049","LC-102 1","1","LC-102","transgenic","large",1346.2,1616.5,1703.832,2036.064,2377.44,2849.88,3596.64,3627.12,9.144,10,11,14.5,17,20,23,24
"296",11,25,"LCOR-065","LC-102 2H","2H","LC-102","transgenic","large",1587.5,1830,1868.424,2170.176,2499.36,2773.68,3383.28,3444.24,10.668,12,12,17.5,21,22,25,25
"297",12,25,"LCOR-055","LC-102 1","1","LC-102","transgenic","large",1498.6,1891,1962.912,2346.96,2834.64,3337.56,4038.6,4053.84,10.668,12,13,19,23,25,27,29
"298",13,25,"LCOR-448","LC-102 1","1","LC-102","transgenic","large",1346.2,1509.75,1542.288,1828.8,2133.6,2529.84,3200.4,3291.84,9.144,10,10,15,17.5,19,22,23
"299",14,25,"LCOR-379","LC-102 7","7","LC-102","transgenic","large",1485.9,1738.5,1801.368,2133.6,2529.84,3108.96,3947.16,4053.84,10.668,12,12,17,20,23,27,27
"300",15,25,"LCOR-301","LC-102 13-15E","13-15E","LC-102","transgenic","large",914.4,1189.5,1286.256,1712.976,2118.36,2682.24,3520.44,3627.12,7.366,8,8,14,16.5,18,23,23
"301",1,26,"LCOR-462","LC-102 2H","2H","LC-102","transgenic","large",1092.2,1189.5,1222.248,1530.096,1828.8,2225.04,2834.64,2895.6,9.144,10,10,12.7,14,15,19.5,21
"302",2,26,"LCOR-293","LC-102 8-9D","8-9D","Escape","control","large",1524,1708,1737.36,2048.256,2392.68,2926.08,3733.8,3870.96,10.922,12,12,16.7,20,23,29,29
"303",3,26,"LCOR-605","LC-102 13-15E","13-15E","LC-102","transgenic","large",1066.8,1098,1203.96,1584.96,1935.48,2225.04,3063.24,3063.24,9.144,10,10,13.5,15,17,21,21
"304",4,26,"LCOR-170","LC-102 1C","1C","LC-102","transgenic","large",1638.3,1799.5,1898.904,2225.04,2621.28,3185.16,3886.2,3901.44,11.43,12,12,17,20,23,27,28
"305",5,26,"LCOR-487","LC-102 1C","1C","LC-102","transgenic","large",1511.3,1769,1847.088,2255.52,2727.96,3124.2,3810,3870.96,11.43,13,13,19,22,24,27,27
"306",6,26,"LCOR-278","LC-102 5C","5C","LC-102","transgenic","large",1346.2,1403,1435.608,1755.648,2103.12,2621.28,3413.76,3505.2,9.144,9.144,9.144,13,16,18,24,25
"307",7,26,"LCOR-613","LC-102 13-15E","13-15E","LC-102","transgenic","large",1143,1281,1322.832,1645.92,1981.2,2377.44,3139.44,3200.4,8.636,10,10,12.5,15,16,21,22
"308",8,26,"LCOR-300","LC-102 13-15E","13-15E","LC-102","transgenic","large",1143,1372.5,1438.656,1828.8,2148.84,2499.36,3002.28,3017.52,9.144,10,10,14,15,17,19,20
"309",9,26,"LCOR-341","CT717 3","CT3","Control","control","large",1219.2,1296.25,1298.448,1524,1722.12,2133.6,2865.12,2865.12,8.128,9,10,11.5,12.5,15,19,20
"310",10,26,"LCOR-095","LC-102 8-9D","8-9D","Escape","control","large",863.5999999,1006.5,1057.656,1341.12,1645.92,1950.72,2529.84,2529.84,6.35,8,8,10,12,13,15,16
"311",11,26,"LCOR-361","LC-102 1","1","LC-102","transgenic","large",1219.2,1250.5,1283.208,1572.768,1859.28,2240.28,2926.08,2987.04,8.128,9,9,11.5,13,15,19,19
"312",12,26,"LCOR-387","LC-102 7","7","LC-102","transgenic","large",1066.8,1250.5,1328.928,1755.648,2194.56,2697.48,3489.96,3566.16,8.636,10,10,15,17,19,23,23
"313",13,26,"LCOR-356","LC-102 1","1","LC-102","transgenic","large",889.0000001,1067.5,1173.48,1645.92,2087.88,2529.84,3139.44,3230.88,8.128,9,9,14,16,17,21,22
"314",14,26,"LCOR-484","LC-102 1C","1C","LC-102","transgenic","large",1270,1372.5,1438.656,1792.224,2148.84,2590.8,3291.84,3413.76,8.382,9,10,14,16,17,21,21
"315",15,26,"LCOR-508","LC-102 16-20","16-20","Escape","control","large",965.2000001,1250.5,1301.496,1706.88,2148.84,2773.68,3688.08,3840.48,9.398,11,11,14.5,18,21,26,28
"316",1,27,"LCOR-533","LC-102 4A","4A","LC-102","transgenic","large",977.8999999,1067.5,1094.232,1481.328,1813.56,2270.76,3063.24,3139.44,8.89,9,9,13,16,17,23,23
"317",2,27,"LCOR-441","LC-102 1","1","LC-102","transgenic","large",1511.3,1708,1783.08,2133.6,2529.84,3078.48,3825.24,3901.44,10.414,12,12,16.5,20,23,28,29
"318",4,27,"LCOR-399","LC-102 1C","1C","LC-102","transgenic","large",1701.8,1860.5,1886.712,2194.56,2545.08,3048,3749.04,3749.04,11.938,13,13,17,20,22,26,27
"319",7,27,"LCOR-197","CT717 3","CT3","Control","control","large",965.2000001,976,1018.032,1371.6,1706.88,2148.84,2941.32,3017.52,8.89,8.89,8.89,9,12,14,19,19
"320",8,27,"LCOR-373","LC-102 5","5","LC-102","transgenic","large",723.9,945.5,1027.176,1310.64,1600.2,1965.96,2880.36,2956.56,6.858,8,8,10.5,12,13,18.5,21
"321",9,27,"LCOR-206","CT717 3","CT3","Control","control","large",1041.4,1220,1234.44,1627.632,1965.96,2362.2,3048,3048,8.128,9,9,13,15,16,18.5,19
"322",10,27,"LCOR-322","LC-102 16-20","16-20","Escape","control","large",1117.6,1403,1411.224,1737.36,2072.64,2545.08,3352.8,3413.76,9.144,11,11,14,17,19,24,27
"323",11,27,"LCOR-048","LC-102 1","1","LC-102","transgenic","large",1143,1189.5,1264.92,1572.768,1905,2346.96,3154.68,3261.36,7.62,8,8,11,12,15,21,21
"324",12,27,"LCOR-175","LC-102 1C","1C","LC-102","transgenic","large",965.2000001,1250.5,1322.832,1725.168,2164.08,2712.72,3611.88,3810,7.62,9,9,14,16,19,26,26
"325",13,27,"LCOR-295","LC-102 13-15E","13-15E","LC-102","transgenic","large",1422.4,1433.5,1469.136,1767.84,2148.84,2545.08,3215.64,3230.88,8.636,10,10,13.5,15,17,20,21
"326",14,27,"LCOR-388","LC-102 7","7","LC-102","transgenic","large",1041.4,1250.5,1267.968,1688.592,2118.36,2529.84,3291.84,3352.8,8.128,9,9,13,15,17,21.5,21.5
"327",15,27,"LCOR-429","LC-102 4B","4B","LC-102","transgenic","large",1346.2,1616.5,1670.304,2023.872,2331.72,2819.4,3413.76,3444.24,9.144,11,11,15,17,19,22.5,24
"328",1,28,"LCOR-537","LC-102 4A","4A","LC-102","transgenic","large",1092.2,1372.5,1386.84,1645.92,1920.24,2301.24,3002.28,3108.96,8.128,10,10,12.5,14,16,21,23
"329",2,28,"LCOR-276","LC-102 5C","5C","LC-102","transgenic","large",685.8,685.8,697.992,944.88,1143,1493.52,2194.56,2316.48,4.826,4.826,5,6.9,8,9,15,15
"330",3,28,"LCOR-086","LC-102 8-9D","8-9D","Escape","control","large",698.5000001,701.5,795.528,1066.8,1295.4,1554.48,2194.56,2255.52,5.334,6,7,8,11,11,14,15
"331",4,28,"LCOR-425","LC-102 4B","4B","LC-102","transgenic","large",1244.6,1372.5,1417.32,1755.648,2087.88,2529.84,3322.32,3413.76,9.144,11,11,14,16.5,18,23,23
"332",6,28,"LCOR-227","LC-102 4A","4A","LC-102","transgenic","large",1295.4,1372.5,1399.032,1621.536,1905,2331.72,3093.72,3169.92,8.382,9,9,11.5,13,15,20.5,21
"333",8,28,"LCOR-128","LC-102 5","5","LC-102","transgenic","large",1485.9,1586,1655.064,1950.72,2301.24,2834.64,3596.64,3657.6,10.668,12,12,15,18,20,23,24
"334",9,28,"LCOR-551","LC-102 7","7","LC-102","transgenic","large",1117.6,1189.5,1261.872,1627.632,2042.16,2575.56,3413.76,3535.68,8.382,10,10,13,16,18,22.5,24
"335",10,28,"LCOR-337","CT717 3","CT3","Control","control","large",1270,1464,1520.952,1816.608,2133.6,2606.04,3322.32,3413.76,8.636,10,10,14,16,18,22.5,22.5
"336",11,28,"LCOR-096","LC-102 8-9D","8-9D","Escape","control","large",977.8999999,977.8999999,1109.472,1511.808,1859.28,2209.8,3032.76,3078.48,7.366,8,8,12,15,16,22,23
"337",12,28,"LCOR-405","LC-102 1C","1C","LC-102","transgenic","large",1435.1,1677.5,1776.984,2121.408,2529.84,3078.48,3825.24,3992.88,12.192,12.192,12.192,17,21,23,27,27
"338",13,28,"LCOR-559","LC-102 7","7","LC-102","transgenic","large",1651,1830,1926.336,2255.52,2651.76,3108.96,3581.4,3581.4,11.43,13,13,18,21,22,23,23
"339",15,28,"LCOR-083","LC-102 13-15E","13-15E","LC-102","transgenic","large",1244.6,1250.5,1338.072,1676.4,2011.68,2423.16,3230.88,3230.88,8.636,9,9,13,15,17,20.5,22
"340",1,29,"LCOR-024","LC-102 4B","4B","LC-102","transgenic","large",749.2999999,823.5,929.64,1146.048,1417.32,1752.6,2438.4,2560.32,5.588,6,6,9,10,14,18,21
"341",2,29,"LCOR-557","LC-102 7","7","LC-102","transgenic","large",762,945.5,1024.128,1371.6,1783.08,2255.52,3139.44,3322.32,5.842,7,7,11,13,15,21,22
"342",3,29,"LCOR-297","LC-102 13-15E","13-15E","LC-102","transgenic","large",584.2000001,671,716.28,1005.84,1203.96,1432.56,2042.16,2164.08,6.604,6.604,6.604,8.5,10,12,16,16
"343",4,29,"LCOR-381","LC-102 7","7","LC-102","transgenic","large",279.4000001,305,356.616,719.328,853.44,944.88,1478.28,1478.28,2.032,3,4,5.5,6,7,10,11
"344",5,29,"LCOR-382","LC-102 7","7","LC-102","transgenic","large",685.8,762.5,832.104,1158.24,1463.04,1783.08,2194.56,2194.56,4.826,5,6,10,11,12,15,16
"345",6,29,"LCOR-185","LC-102 13-15B","13-15B","LC-102","transgenic","large",1168.4,1220,1261.872,1554.48,1905,2377.44,3078.48,3078.48,7.366,8,8,12,14,17,21.5,22
"346",7,29,"LCOR-044","LC-102 1","1","LC-102","transgenic","large",1041.4,1159,1173.48,1475.232,1737.36,2225.04,3017.52,3108.96,7.112,8,8,11,13,15,21,22
"347",9,29,"LCOR-127","LC-102 5","5","LC-102","transgenic","large",1066.8,1204.75,1301.496,1645.92,2026.92,2545.08,3383.28,3474.72,7.112,8,9,13.5,15,18,22,24
"348",1,30,"LCOR-424","LC-102 4B","4B","LC-102","transgenic","large",634.9999999,732,765.048,1085.088,1085.088,1584.96,2194.56,2194.56,4.826,6,6,9,9,13,17,18
"349",3,30,"LCOR-583","LC-102 5A","5A","LC-102","transgenic","large",431.8000001,431.8000001,484.632,731.52,731.52,1310.64,2194.56,2316.48,3.81,4,4,6,6,9,15,16
"350",4,30,"LCOR-093","LC-102 8-9D","8-9D","Escape","control","large",711.1999999,793,838.2,1188.72,1188.72,1798.32,2529.84,2621.28,6.604,8,8,10,10,13,16,16
"351",5,30,"LCOR-281","LC-102 8-9D","8-9D","Escape","control","large",711.1999999,884.5,905.256,1267.968,1267.968,1706.88,2225.04,2225.04,5.842,7,7,11,11,13,16,16
"352",3,45,"LCOR-316","LC-102 16-20","16-20","Escape","control","small",368.299999,658.368,701.04,865.632,990.6,1295.4,1813.56,1813.56,2.9,5,6,8,9,11,15.5,15.5
"353",4,45,"LCOR-100","LC-102 16-20","16-20","Escape","control","small",736.600001,871.728,929.64,1115.568,1264.92,1645.92,2148.84,2164.08,4.1,7,7,10,10,12,16,16
"354",5,45,"LCOR-304","LC-102 13-15E","13-15E","LC-102","transgenic","small",292.099999,338.328,420.624,597.408,685.8,838.2,1249.68,1280.16,0.2,2,3,4.5,5,6,8,8
"355",6,45,"LCOR-494","CT717 3","CT3","Control","control","small",342.9,591.312,679.704,914.4,1112.52,1386.84,1813.56,1828.8,1.3,5,5,7,8,10,12.5,13
"356",7,45,"LCOR-439","LC-102 1","1","LC-102","transgenic","small",381,896.112,896.112,1170.432,1432.56,1767.84,2240.28,2255.52,1.7,6,7,9,10,12,16,16
"357",8,45,"LCOR-378","LC-102 5","5","LC-102","transgenic","small",546.100001,1188.72,1322.832,1688.592,2057.4,2529.84,2743.2,2743.2,3,8,10,13,16,18,19,19
"358",11,45,"LCOR-371","LC-102 5","5","LC-102","transgenic","small",584.200001,1085.088,1207.008,1493.52,1859.28,2377.44,3139.44,3169.92,3.8,9,9,12.5,14.5,17,22,22
"359",12,45,"LCOR-234","LC-102 4A","4A","LC-102","transgenic","small",495.3,920.496,1060.704,1444.752,1889.76,2438.4,3276.6,3276.6,3.6,9,10,13,16,18,24,25
"360",13,45,"LCOR-461","LC-102 2H","2H","LC-102","transgenic","small",660.400001,1170.432,1274.064,1542.288,1889.76,2468.88,3261.36,3261.36,3.7,8,9,12,15,19,24,24
"361",14,45,"LCOR-519","LC-102 5","5","LC-102","transgenic","small",520.699999,1021.08,1146.048,1456.944,1920.24,2529.84,3276.6,3276.6,2.7,7,7,11,14,18,21,21
"362",2,46,"LCOR-112","LC-102 16-20","16-20","Escape","control","small",101.599999,469.392,603.504,853.44,1066.8,1158.24,1524,1554.48,0.4,4,5,7,8,9,11.5,11.5
"363",3,46,"LCOR-190","LC-102 13-15B","13-15B","LC-102","transgenic","small",558.799999,1170.432,1249.68,1524,1844.04,2255.52,2819.4,2819.4,4.4,9,10,13,14.5,15,20,20
"364",4,46,"LCOR-313","LC-102 16-20","16-20","Escape","control","small",584.200001,600.456,667.512,792.48,975.36,1219.2,1554.48,1584.96,2.5,4,4,7,7.5,8,11.5,12
"365",5,46,"LCOR-446","LC-102 1","1","LC-102","transgenic","small",444.499999,719.328,777.24,1066.8,1356.36,1783.08,2407.92,2712.72,3,6,7,9,11,13,17,17
"366",6,46,"LCOR-032","LC-102 5C","5C","LC-102","transgenic","small",965.200001,1542.288,1667.256,2042.16,2499.36,3185.16,3703.32,3703.32,6.5,12,13,17.5,21.5,25,33,33
"367",7,46,"LCOR-492","CT717 3","CT3","Control","control","small",266.7,387.096,490.728,792.48,960.12,1310.64,1920.24,1920.24,0.2,2,4,5,11,11,13,13
"368",8,46,"LCOR-311","LC-102 16-20","16-20","Escape","control","small",533.4,868.68,987.552,1322.832,1645.92,2103.12,2529.84,2560.32,3.3,7,8,12.5,14,16,19.5,19.5
"369",9,46,"LCOR-523","LC-102 5","5","LC-102","transgenic","small",368.299999,643.128,737.616,975.36,1188.72,1615.44,2316.48,2346.96,1.2,4,5,8,10,12,17,17
"370",10,46,"LCOR-432","LC-102 4B","4B","LC-102","transgenic","small",596.899999,1024.128,1118.616,1432.56,1722.12,2133.6,2819.4,2819.4,3.2,7,8,12,14,16,20,20
"371",11,46,"LCOR-025","LC-102 4B","4B","LC-102","transgenic","small",1028.7,1365.504,1481.328,1840.992,2346.96,2926.08,3733.8,3733.8,6.8,11,12,15.5,19,22,27,28
"372",13,46,"LCOR-102","LC-102 16-20","16-20","Escape","control","small",774.700001,1319.784,1389.888,1688.592,1981.2,2499.36,3169.92,3169.92,5.2,9,10,14,18,21,25,25
"373",14,46,"LCOR-155","LC-102 5A","5A","LC-102","transgenic","small",736.600001,1325.88,1435.608,1767.84,2087.88,2590.8,3215.64,3261.36,6.5,11,11,15,17,19,23,23
"374",15,46,"LCOR-490","LC-102 1C","1C","LC-102","transgenic","small",711.199999,755.904,838.2,1115.568,1371.6,1691.64,2118.36,2133.6,3.2,4,5,8,9,11,13,13
"375",2,47,"LCOR-374","LC-102 5","5","LC-102","transgenic","small",203.200001,707.136,792.48,1127.76,1371.6,1706.88,2331.72,2331.72,0.6,5,8,10,11,12,18,18
"376",3,47,"LCOR-521","LC-102 5","5","LC-102","transgenic","small",165.100001,603.504,679.704,883.92,1066.8,1310.64,1752.6,1767.84,0.2,4,4,5.5,8,8,11,11
"377",4,47,"LCOR-232","LC-102 4A","4A","LC-102","transgenic","small",520.699999,1088.136,1185.672,1530.096,1859.28,2316.48,3048,3048,2.6,8,9,12,14.5,16,22,22
"378",5,47,"LCOR-315","LC-102 16-20","16-20","Escape","control","small",825.499999,1496.568,1630.68,1969.008,2377.44,3200.4,4221.48,4328.16,5.5,11,13,13,25.5,30,38,38
"379",6,47,"LCOR-419","LC-102 8-9D","8-9D","Escape","control","small",647.7,1158.24,1261.872,1615.44,2057.4,2606.04,3276.6,3291.84,3.5,9,9,14,17,20,22,22
"380",7,47,"LCOR-365","LC-102 5","5","LC-102","transgenic","small",647.7,1103.376,1231.392,1481.328,1798.32,2225.04,2804.16,2834.64,3.7,8,8,11,13,15,19,19
"381",8,47,"LCOR-480","LC-102 1C","1C","LC-102","transgenic","small",177.799999,713.232,822.96,1097.28,1341.12,1645.92,2407.92,2407.92,0.1,5,6,8.5,10,11,15,15
"382",9,47,"LCOR-433","LC-102 4B","4B","LC-102","transgenic","small",571.5,1069.848,1207.008,1542.288,1920.24,2407.92,3215.64,3215.64,3.1,8,9,13,15,18,22.5,22.5
"383",10,47,"LCOR-453","LC-102 2H","2H","LC-102","transgenic","small",495.3,865.632,929.64,1158.24,1341.12,1706.88,2225.04,2225.04,2.2,5,6,9,10,12,16,16
"384",11,47,"LCOR-223","LC-102 2H","2H","LC-102","transgenic","small",165.100001,228.6,271.272,472.44,563.88,807.72,1127.76,1158.24,0.1,1,2,2,4.5,5,7,7
"385",13,47,"LCOR-216","LC-102 2H","2H","LC-102","transgenic","small",546.100001,661.416,707.136,877.824,1082.04,1508.76,2103.12,2103.12,2,4,5,7.5,8,11,13,14
"386",14,47,"LCOR-159","LC-102 5A","5A","LC-102","transgenic","small",711.199999,1271.016,1368.552,1676.4,2011.68,2529.84,3169.92,3169.92,6,10,12,14.5,16,20,21,22
"387",15,47,"LCOR-426","LC-102 4B","4B","LC-102","transgenic","small",533.4,719.328,810.768,1066.8,1310.64,1615.44,2194.56,2194.56,3.6,5,7,8.5,10,10,14,14
"388",3,48,"LCOR-505","LC-102 16-20","16-20","Escape","control","small",609.6,1246.632,1386.84,1694.688,2133.6,2834.64,3291.84,3474.72,3.1,9,10,15,19,23,31,31
"389",4,48,"LCOR-153","LC-102 7","7","LC-102","transgenic","small",850.900001,1563.624,1746.504,2011.68,2453.64,3002.28,3489.96,3489.96,5.6,12,12,15.5,19,21,24.5,24.5
"390",6,48,"LCOR-412","LC-102 8-9D","8-9D","Escape","control","small",723.9,1249.68,1249.68,1645.92,1935.48,2362.2,2895.6,2895.6,3.7,8,10,13,16,18,23,23
"391",7,48,"LCOR-509","LC-102 16-20","16-20","Escape","control","small",571.5,993.648,1045.464,1292.352,1600.2,2103.12,2804.16,2834.64,3.6,7,7,10,11.5,14,20,20
"392",8,48,"LCOR-549","LC-102 7","7","LC-102","transgenic","small",711.199999,999.744,1121.664,1408.176,1752.6,2194.56,3032.76,3032.76,3.6,7,7,11,12.5,15,18,18
"393",9,48,"LCOR-466","LC-102 13-15B","13-15B","LC-102","transgenic","small",355.600001,460.248,490.728,591.312,746.76,1066.8,1508.76,1508.76,0.8,3,4,4.5,5.5,6,9.5,9.5
"394",10,48,"LCOR-547","LC-102 7","7","LC-102","transgenic","small",241.300001,323.088,399.288,548.64,670.56,975.36,1264.92,1280.16,0.1,2,3,3,4,5,8,8
"395",12,48,"LCOR-464","LC-102 13-15B","13-15B","LC-102","transgenic","small",876.3,1249.68,1368.552,1676.4,2072.64,2621.28,3215.64,3215.64,6.4,9,10,13,15,18,21.5,21.5
"396",13,48,"LCOR-555","LC-102 7","7","LC-102","transgenic","small",228.6,228.6,298.704,396.24,533.4,838.2,1143,1158.24,0.1,1,2,2.5,4.5,5,7,7
"397",14,48,"LCOR-189","LC-102 13-15B","13-15B","LC-102","transgenic","small",863.599999,1136.904,1197.864,1402.08,1676.4,2042.16,2529.84,2529.84,4.9,8,9,11,12,15,18,18
"398",15,48,"LCOR-447","LC-102 1","1","LC-102","transgenic","small",482.599999,853.44,954.024,1219.2,1493.52,1767.84,2133.6,2133.6,2.5,6,6,8.5,10,11,13,13
"399",3,49,"LCOR-270","LC-102 5C","5C","LC-102","transgenic","small",609.6,1289.304,1438.656,1676.4,1965.96,2270.76,2316.48,2377.44,3.9,10,10,12,14,15,16,17
"400",6,49,"LCOR-029","LC-102 5C","5C","LC-102","transgenic","small",571.5,941.832,1091.184,1481.328,1813.56,2346.96,2910.84,2910.84,3,8,9,13,15,16,20,20
"401",7,49,"LCOR-056","LC-102 1","1","LC-102","transgenic","small",190.5,335.28,414.528,640.08,762,990.6,1478.28,1493.52,0.1,2,3,4,5,6,9,10
"402",8,49,"LCOR-578","LC-102 5A","5A","LC-102","transgenic","small",673.099999,963.168,1063.752,1371.6,1676.4,2087.88,2438.4,2529.84,4.2,7,8,11.5,12,14,16,16
"403",9,49,"LCOR-586","LC-102 5A","5A","LC-102","transgenic","small",520.699999,801.624,880.872,1158.24,1478.28,1920.24,2484.12,2499.36,3.2,5,6,9,9,13,16.5,17
"404",10,49,"LCOR-531","LC-102 5","5","LC-102","transgenic","small",431.800001,960.12,1146.048,1371.6,1828.8,2438.4,2956.56,2956.56,2,7,8,11.5,13,18,19,21
"405",11,49,"LCOR-477","LC-102 1C","1C","LC-102","transgenic","small",152.4,451.104,527.304,749.808,975.36,1310.64,1828.8,1828.8,1.4,3,4,5,6,8,11,11
"406",12,49,"LCOR-460","LC-102 2H","2H","LC-102","transgenic","small",596.899999,950.976,1042.416,1280.16,1569.72,1981.2,2545.08,2545.08,3.1,7,7,10,11,13,18,18
"407",13,49,"LCOR-615","LC-102 13-15E","13-15E","LC-102","transgenic","small",457.2,582.168,679.704,963.168,1143,1508.76,2087.88,2103.12,2,5,5,8,9,11,15,15
"408",15,49,"LCOR-456","LC-102 2H","2H","LC-102","transgenic","small",711.199999,1072.896,1207.008,1402.08,1615.44,1996.44,2407.92,2438.4,4.1,7,8,10,11,13,14.5,16
"409",2,50,"LCOR-500","CT717 3","CT3","Control","control","small",482.599999,667.512,734.568,944.88,1203.96,1630.68,2209.8,2225.04,2.7,5,7,8,10,12,17,17
"410",4,50,"LCOR-375","LC-102 5","5","LC-102","transgenic","small",508.000001,880.872,920.496,1170.432,1402.08,1767.84,2194.56,2194.56,2.6,6,7,9,11,12,15,16
"411",5,50,"LCOR-208","CT717 3","CT3","Control","control","small",634.999999,1039.368,1136.904,1402.08,1767.84,2179.32,2606.04,2621.28,3.1,7,8,12,14,15,17.5,18
"412",6,50,"LCOR-457","LC-102 2H","2H","LC-102","transgenic","small",965.200001,1423.416,1423.416,1572.768,1813.56,2255.52,2545.08,2560.32,6.8,10,11,13,13,15,18,19
"413",7,50,"LCOR-440","LC-102 1","1","LC-102","transgenic","small",431.800001,850.392,975.36,1200.912,1463.04,1844.04,2346.96,2377.44,2.4,6,7,9,10,13,15,16
"414",8,50,"LCOR-501","CT717 3","CT3","Control","control","small",609.6,963.168,1109.472,1402.08,1691.64,2103.12,2636.52,2651.76,3.2,6,7,10.5,12,14,17,18
"415",10,50,"LCOR-262","LC-102 4B","4B","LC-102","transgenic","small",355.600001,707.136,713.232,871.728,1127.76,1554.48,2209.8,2209.8,2.5,6,7,8.5,10,11,16,16
"416",11,50,"LCOR-172","LC-102 1C","1C","LC-102","transgenic","small",698.500001,1161.288,1310.64,1633.728,1935.48,2453.64,3139.44,3139.44,4.1,8,9,12.5,14,16,22,22
"417",12,50,"LCOR-081","LC-102 13-15E","13-15E","LC-102","transgenic","small",330.199999,658.368,752.856,993.648,1188.72,1554.48,2057.4,2057.4,1.4,5,7,8,9,11,16,16
"418",13,50,"LCOR-210","CT717 3","CT3","Control","control","small",634.999999,838.2,911.352,1158.24,1463.04,1950.72,2606.04,2606.04,3.3,6,7,8.5,11,13,18,19
"419",14,50,"LCOR-417","LC-102 8-9D","8-9D","Escape","control","small",660.400001,868.68,966.216,1127.76,1341.12,1706.88,2240.28,2240.28,3.2,6,7,8,9,12,15,16
"420",15,50,"LCOR-390","LC-102 7","7","LC-102","transgenic","small",406.399999,783.336,902.208,1188.72,1493.52,1935.48,2727.96,2727.96,1.4,5,7,10,11.5,14,18.5,18.5
"421",4,51,"LCOR-219","LC-102 2H","2H","LC-102","transgenic","small",673.099999,1124.712,1124.712,1188.72,1447.8,1722.12,2225.04,2255.52,3.7,6,7,9,10.5,14,15,15
"422",5,51,"LCOR-532","LC-102 5","5","LC-102","transgenic","small",800.1,1478.28,1554.48,1920.24,2316.48,2834.64,3413.76,3413.76,4.7,10,11,15.5,19,22,25,25
"423",6,51,"LCOR-431","LC-102 4B","4B","LC-102","transgenic","small",457.2,780.288,886.968,1194.816,1539.24,1889.76,2468.88,2499.36,2.8,6,7,9,10.5,13,17,17
"424",7,51,"LCOR-479","LC-102 1C","1C","LC-102","transgenic","small",736.600001,1350.264,1514.856,1816.608,2209.8,2804.16,3550.92,3550.92,11.7,11.7,11.7,15,18,20,25,25
"425",9,51,"LCOR-108","LC-102 16-20","16-20","Escape","control","small",634.999999,1112.52,1502.664,1502.664,1722.12,2164.08,2834.64,2834.64,3.2,8,8,11,13,15,21,21
"426",10,51,"LCOR-312","LC-102 16-20","16-20","Escape","control","small",431.800001,624.84,704.088,920.496,1097.28,1539.24,2346.96,2346.96,2.7,5,7,8.5,9,12,22,22
"427",11,51,"LCOR-225","LC-102 4A","4A","LC-102","transgenic","small",584.200001,911.352,978.408,1188.72,1463.04,1798.32,2346.96,2346.96,3.8,7,8,10,11,13,18,19
"428",13,51,"LCOR-478","LC-102 1C","1C","LC-102","transgenic","small",304.8,414.528,539.496,713.232,975.36,1371.6,1965.96,1981.2,0.6,3,4,5,11,11,13,13
"429",14,51,"LCOR-567","LC-102 5C","5C","LC-102","transgenic","small",634.999999,1021.08,1164.336,1402.08,1722.12,2179.32,2712.72,2712.72,3,7,9,10,13,14,16,17
"430",15,51,"LCOR-413","LC-102 8-9D","8-9D","Escape","control","small",317.500001,585.216,704.088,950.976,1295.4,1737.36,2407.92,2407.92,1.5,6,6,8,10,12,15,15
"431",3,52,"LCOR-389","LC-102 7","7","LC-102","transgenic","small",279.400001,697.992,853.44,1115.568,1356.36,1676.4,2225.04,2255.52,2.1,5,6,9,10,11,16,16
"432",4,52,"LCOR-246","LC-102 5A","5A","LC-102","transgenic","small",292.099999,688.848,792.48,1036.32,1310.64,1691.64,2499.36,2499.36,0.6,5,6,8,9,12,16.5,17
"433",6,52,"LCOR-430","LC-102 4B","4B","LC-102","transgenic","small",673.099999,688.848,1094.232,1328.928,1676.4,2133.6,2804.16,2804.16,3.8,6,8,10,12,14,18.5,19
"434",7,52,"LCOR-465","LC-102 13-15B","13-15B","LC-102","transgenic","small",736.600001,941.832,1014.984,1188.72,1493.52,1920.24,2560.32,2560.32,3.9,6,7,9,10,13,16.5,17
"435",9,52,"LCOR-183","LC-102 13-15B","13-15B","LC-102","transgenic","small",292.099999,816.864,871.728,1048.512,1264.92,1645.92,2286,2316.48,0.6,5,6,8,9,12,16,16
