"","X","row","column","ID","event","event_short","construct","construct2","block","H49","H144","H299","H335","H357","H385","H421","H497","D49","D144","D299","D335","D357","D385","D421","D497","V49","V144","V299","V335","V357","V385","V421","V497","V49_cm","V144_cm","V299_cm","V335_cm","V357_cm","V385_cm","V421_cm","V497_cm","event2"
"144",144,5,14,"LCOR-046","LC-102 1","1","LC-102","transgenic","large",1282.7,1464,1508.76,1859.28,2255.52,2773.68,3596.64,3718.56,9.652,10,10,13.5,17,20,24,26,119497.7481008,146400,150876,338853.78,651845.28,1109472,2071664.64,2513746.56,119.4977481008,146.4,150.876,338.85378,651.84528,1109.472,2071.66464,2513.74656,"LC-102 1"
"145",145,6,14,"LCOR-031","LC-102 5C","5C","LC-102","transgenic","large",1041.4,1189.5,1258.824,1560.576,1981.2,2545.08,3459.48,3596.64,7.366,8,8,12,14,17,23,25,56504.2353784,76128,80564.736,224722.944,388315.2,735528.12,1830064.92,2247900,56.5042353784,76.128,80.564736,224.722944,388.3152,735.52812,1830.06492,2247.9,"LC-102 5C"
"146",146,7,14,"LCOR-347","CT717 3","CT3","Control","control","large",1270,1372.5,1426.464,1776.984,2209.8,2758.44,3550.92,3566.16,11.176,11.176,11.176,14,17,19,23,24,158626.77952,171429.33456,178169.598756864,348288.864,638632.2,995796.84,1878436.68,2054108.16,158.62677952,171.42933456,178.169598756864,348.288864,638.6322,995.79684,1878.43668,2054.10816,"CT717 3"
"147",147,8,14,"LCOR-176","LC-102 1C","1C","LC-102","transgenic","large",1181.1,1403,1417.32,1685.544,2011.68,2453.64,3169.92,3840.48,7.874,10,10,13,15,18,23,24,73228.0535436,140300,141732,284856.936,452628,794979.36,1676887.68,2212116.48,73.2280535436,140.3,141.732,284.856936,452.628,794.97936,1676.88768,2212.11648,"LC-102 1C"
"148",148,9,14,"LCOR-269","LC-102 5C","5C","LC-102","transgenic","large",1117.6,1326.75,1389.888,1773.936,2194.56,2834.64,3794.76,3901.44,8.128,9,9,13.5,16,20,25,26,73833.5555584,107466.75,112580.928,323299.836,561807.36,1133856,2371725,2637373.44,73.8335555584,107.46675,112.580928,323.299836,561.80736,1133.856,2371.725,2637.37344,"LC-102 5C"
"149",149,10,14,"LCOR-147","LC-102 7","7","LC-102","transgenic","large",1397,1509.75,1530.096,2017.776,2316.48,2834.64,3688.08,3779.52,9.398,10,10,15.5,19,21,26,27,123386.398388,150975,153009.6,484770.684,836249.28,1250076.24,2493142.08,2755270.08,123.386398388,150.975,153.0096,484.770684,836.24928,1250.07624,2493.14208,2755.27008,"LC-102 7"
"150",150,11,14,"LCOR-257","LC-102 4B","4B","LC-102","transgenic","large",1460.5,1555.5,1621.536,1953.768,2407.92,2941.32,3825.24,3825.24,9.652,11,11,15,18,22,24.5,26,136061.792392,188215.5,196205.856,439597.8,780166.08,1423598.88,2296100.31,2585862.24,136.061792392,188.2155,196.205856,439.5978,780.16608,1423.59888,2296.10031,2585.86224,"LC-102 4B"
"151",151,12,14,"LCOR-256","LC-102 4B","4B","LC-102","transgenic","large",1524,1647,1679.448,1959.864,2407.92,2941.32,3810,3931.92,10.922,11,12,15.1,19,22,28,29,181798.088016,199287,241840.512,446868.59064,869259.12,1423598.88,2987040,3306744.72,181.798088016,199.287,241.840512,446.86859064,869.25912,1423.59888,2987.04,3306.74472,"LC-102 4B"
"152",152,13,14,"LCOR-014","LC-102 4A","4A","LC-102","transgenic","large",1384.3,1647,1743.456,2072.64,2499.36,3124.2,3992.88,4145.28,9.398,11,12,16,20,23,27.5,28,122264.7038572,199287,251057.664,530595.84,999744,1652701.8,3019615.5,3249899.52,122.2647038572,199.287,251.057664,530.59584,999.744,1652.7018,3019.6155,3249.89952,"LC-102 4A"
"153",153,14,14,"LCOR-091","LC-102 8-9D","8-9D","Escape","control","large",1485.9,1677.5,1700.784,2072.64,2499.36,3032.76,3901.44,3992.88,10.16,12,12,17,23,25,29,29,153382.91904,241560,244912.896,598992.96,1322161.44,1895475,3281111.04,3358012.08,153.38291904,241.56,244.912896,598.99296,1322.16144,1895.475,3281.11104,3358.01208,"escape"
"154",154,15,14,"LCOR-264","LC-102 4B","4B","LC-102","transgenic","large",1003.3,1006.5,1091.184,1417.32,1813.56,2316.48,3017.52,3048,7.112,7.112,8,12,14,17,20,21,50747.4597952,50909.317536,69835.776,204094.08,355457.76,669462.72,1207008,1344168,50.7474597952,50.909317536,69.835776,204.09408,355.45776,669.46272,1207.008,1344.168,"LC-102 4B"
"155",155,2,15,"LCOR-486","LC-102 1C","1C","LC-102","transgenic","large",1181.1,1494.5,1569.72,2020.824,2529.84,3108.96,3931.92,3931.92,10.16,12,12,17,20,23,27,28,121919.75616,215208,226039.68,584018.136,1011936,1644639.84,2866369.68,3082625.28,121.91975616,215.208,226.03968,584.018136,1011.936,1644.63984,2866.36968,3082.62528,"LC-102 1C"
"156",156,4,15,"LCOR-357","LC-102 1","1","LC-102","transgenic","large",1168.4,1555.5,1578.864,1953.768,2286,2834.64,3581.4,3596.64,9.906,11,11,15,18,21,24.5,27,114653.7319824,188215.5,191042.544,439597.8,740664,1250076.24,2149735.35,2621950.56,114.6537319824,188.2155,191.042544,439.5978,740.664,1250.07624,2149.73535,2621.95056,"LC-102 1"
"157",157,5,15,"LCOR-473","LC-102 13-15B","13-15B","LC-102","transgenic","large",1092.2,1403,1447.8,1749.552,2103.12,2575.56,3398.52,3627.12,8.636,10,10,14.1,17,19,23.5,23.5,81456.8177312,140300,144780,347828.43312,607801.68,929777.16,1876832.67,2003077.02,81.4568177312,140.3,144.78,347.82843312,607.80168,929.77716,1876.83267,2003.07702,"LC-102 13-15B"
"158",158,6,15,"LCOR-525","LC-102 5","5","LC-102","transgenic","large",1498.6,1830,1901.952,2282.952,2773.68,3474.72,4297.68,4358.64,10.922,12,13,18.5,24,26,31,32,178768.1198824,263520,321429.888,781340.322,1597639.68,2348910.72,4130070.48,4463247.36,178.7681198824,263.52,321.429888,781.340322,1597.63968,2348.91072,4130.07048,4463.24736,"LC-102 5"
"159",159,7,15,"LCOR-437","LC-102 1","1","LC-102","transgenic","large",1422.4,1769,1865.376,2194.56,2621.28,3291.84,4160.52,4175.76,10.414,12,13,18,21,24,28,29,154261.2656704,254736,315248.544,711037.44,1155984.48,1896099.84,3261847.68,3511814.16,154.2612656704,254.736,315.248544,711.03744,1155.98448,1896.09984,3261.84768,3511.81416,"LC-102 1"
"160",160,8,15,"LCOR-550","LC-102 7","7","LC-102","transgenic","large",1460.5,1555.5,1618.488,1953.768,2423.16,3002.28,3886.2,3886.2,11.43,11.43,12,15,19,21,25,26,190806.87645,203218.14195,233062.272,439597.8,874760.76,1324005.48,2428875,2627071.2,190.80687645,203.21814195,233.062272,439.5978,874.76076,1324.00548,2428.875,2627.0712,"LC-102 7"
"161",161,9,15,"LCOR-307","LC-102 13-15E","13-15E","LC-102","transgenic","large",1066.8,1143.75,1203.96,1463.04,1783.08,2164.08,2788.92,2788.92,7.874,8,8,11,17,17,20,20,66141.4677168,73200,77053.44,177027.84,515310.12,625419.12,1115568,1115568,66.1414677168,73.2,77.05344,177.02784,515.31012,625.41912,1115.568,1115.568,"LC-102 13-15E"
"162",162,10,15,"LCOR-449","LC-102 2H","2H","LC-102","transgenic","large",1473.2,1616.5,1716.024,2048.256,2468.88,3048,3870.96,3992.88,10.668,12,12,16,19,22,27,28,167659.3291968,232776,247107.456,524353.536,891265.68,1475232,2821929.84,3130417.92,167.6593291968,232.776,247.107456,524.353536,891.26568,1475.232,2821.92984,3130.41792,"LC-102 2H"
"163",163,11,15,"LCOR-507","LC-102 16-20","16-20","Escape","control","large",1447.8,1601.25,1682.496,2048.256,2438.4,3017.52,3855.72,3931.92,10.16,11,12,16,20,22,27,28,149450.02368,193751.25,242279.424,524353.536,975360,1460479.68,2810819.88,3082625.28,149.45002368,193.75125,242.279424,524.353536,975.36,1460.47968,2810.81988,3082.62528,"escape"
"164",164,12,15,"LCOR-154","LC-102 7","7","LC-102","transgenic","large",1549.4,1769,1862.328,2191.512,2651.76,3322.32,4175.76,4297.68,11.176,13,13,17,21,24,30,31,193524.6710144,298961,314733.432,633346.968,1169426.16,1913656.32,3758184,4130070.48,193.5246710144,298.961,314.733432,633.346968,1169.42616,1913.65632,3758.184,4130.07048,"LC-102 7"
"165",165,13,15,"LCOR-562","LC-102 5C","5C","LC-102","transgenic","large",1574.8,1647,1740.408,2072.64,2529.84,3139.44,3931.92,3992.88,10.16,12,12,15,19,22,26,26,162559.67488,237168,250618.752,466344,913272.24,1519488.96,2657977.92,2699186.88,162.55967488,237.168,250.618752,466.344,913.27224,1519.48896,2657.97792,2699.18688,"LC-102 5C"
"166",166,15,15,"LCOR-393","LC-102 1C","1C","LC-102","transgenic","large",1219.2,1555.5,1642.872,1956.816,2407.92,2849.88,3566.16,3657.6,8.89,10,11,15,18,20,23,23,96355.93632,155550,198787.512,440283.6,780166.08,1139952,1886498.64,1934870.4,96.35593632,155.55,198.787512,440.2836,780.16608,1139.952,1886.49864,1934.8704,"LC-102 1C"
"167",167,1,16,"LCOR-442","LC-102 1","1","LC-102","transgenic","large",634.9999999,1037,1109.472,1493.52,1859.28,2240.28,2956.56,3017.52,5.334,8,8,12.5,16,17,20,21,18066.7380571548,66368,71006.208,233362.5,475975.68,647440.92,1182624,1330726.32,18.0667380571548,66.368,71.006208,233.3625,475.97568,647.44092,1182.624,1330.72632,"LC-102 1"
"168",168,2,16,"LCOR-247","LC-102 5A","5A","LC-102","transgenic","large",1270,1555.5,1588.008,1859.28,2286,2788.92,3581.4,3596.64,8.89,10,10,15,17,20,23.5,25,100370.767,155550,158800.8,418338,660654,1115568,1977828.15,2247900,100.370767,155.55,158.8008,418.338,660.654,1115.568,1977.82815,2247.9,"LC-102 5A"
"169",169,3,16,"LCOR-611","LC-102 13-15E","13-15E","LC-102","transgenic","large",863.5999999,884.5,944.88,1283.208,1691.64,2118.36,2819.4,2819.4,5.588,6,7,10,13,15,18.5,19,26966.5525152774,31842,46299.12,128320.8,285887.16,476631,964939.65,1017803.4,26.9665525152774,31.842,46.29912,128.3208,285.88716,476.631,964.93965,1017.8034,"LC-102 13-15E"
"170",170,5,16,"LCOR-528","LC-102 5","5","LC-102","transgenic","large",685.8,884.5,884.5,1109.472,1310.64,1676.4,2453.64,2529.84,6.858,7,10,10,13,13,17,18,32254.6580712,43340.5,88450,110947.2,221498.16,283311.6,709101.96,819668.16,32.2546580712,43.3405,88.45,110.9472,221.49816,283.3116,709.10196,819.66816,"LC-102 5"
"171",171,6,16,"LCOR-072","LC-102 13-15E","13-15E","LC-102","transgenic","large",787.3999999,1082.75,1161.288,1493.52,1889.76,2270.76,2773.68,2773.68,7.366,9,9,12.1,16,18,20.5,21,42722.7145489742,87702.75,94064.328,218666.2632,483778.56,735726.24,1165639.02,1223192.88,42.7227145489742,87.70275,94.064328,218.6662632,483.77856,735.72624,1165.63902,1223.19288,"LC-102 13-15E"
"172",172,7,16,"LCOR-610","LC-102 13-15E","13-15E","LC-102","transgenic","large",1193.8,1418.25,1481.328,1798.32,2194.56,2667,3185.16,3185.16,7.874,10,10,10,18,19,20.5,21,74015.4519688,141825,148132.8,179832,711037.44,962787,1338563.49,1404655.56,74.0154519688,141.825,148.1328,179.832,711.03744,962.787,1338.56349,1404.65556,"LC-102 13-15E"
"173",173,8,16,"LCOR-516","LC-102 16-20","16-20","Escape","control","large",634.9999999,701.5,731.52,1018.032,1341.12,1661.16,2240.28,2286,3.81,5,6,7.4,10,11,14,14,9217.72349854839,17537.5,26334.72,55747.43232,134112,201000.36,439094.88,448056,9.21772349854839,17.5375,26.33472,55.74743232,134.112,201.00036,439.09488,448.056,"escape"
"174",174,9,16,"LCOR-280","LC-102 5C","5C","LC-102","transgenic","large",1168.4,1311.5,1319.784,1627.632,2011.68,2529.84,3246.12,3261.36,7.112,8,10,11.5,15,17,22,22,59098.3076096,83936,131978.4,215254.332,452628,731123.76,1571122.08,1578498.24,59.0983076096,83.936,131.9784,215.254332,452.628,731.12376,1571.12208,1578.49824,"LC-102 5C"
"175",175,10,16,"LCOR-033","LC-102 5C","5C","LC-102","transgenic","large",1320.8,1403,1444.752,1712.976,2072.64,2529.84,3276.6,3291.84,8.636,9,10,13.1,15,17,21,22,98505.9191168,113643,144475.2,293963.81136,466344,731123.76,1444980.6,1593250.56,98.5059191168,113.643,144.4752,293.96381136,466.344,731.12376,1444.9806,1593.25056,"LC-102 5C"
"176",176,12,16,"LCOR-372","LC-102 5","5","LC-102","transgenic","large",1333.5,1403,1466.088,1740.408,2133.6,2636.52,3429,3505.2,8.636,9,10,12.8,16,18,22,22,99453.091416,113643,146608.8,285148.44672,546201.6,854232.48,1659636,1696516.8,99.453091416,113.643,146.6088,285.14844672,546.2016,854.23248,1659.636,1696.5168,"LC-102 5"
"177",177,13,16,"LCOR-105","LC-102 16-20","16-20","Escape","control","large",990.6,1082.75,1097.28,1322.832,1676.4,2072.64,2545.08,2560.32,6.604,7,8,10.1,13,19,19,19,43202.8555296,53054.75,70225.92,134942.09232,283311.6,748223.04,918773.88,924275.52,43.2028555296,53.05475,70.22592,134.94209232,283.3116,748.22304,918.77388,924.27552,"escape"
"178",178,14,16,"LCOR-352","LC-102 1","1","LC-102","transgenic","large",1358.9,1525,1584.96,1889.76,2377.44,2880.36,3505.2,3566.16,11.176,12,13,15,18,20,23,23,169730.6540864,219600,267858.24,425196,770290.56,1152144,1854250.8,1886498.64,169.7306540864,219.6,267.85824,425.196,770.29056,1152.144,1854.2508,1886.49864,"LC-102 1"
"179",179,15,16,"LCOR-614","LC-102 13-15E","13-15E","LC-102","transgenic","large",1117.6,1220,1261.872,1584.96,1813.56,2103.12,2697.48,2712.72,7.874,8,9,12.5,15,17,19,19,69291.0614176,78080,102211.632,247650,408051,607801.68,973790.28,979291.92,69.2910614176,78.08,102.211632,247.65,408.051,607.80168,973.79028,979.29192,"LC-102 13-15E"
"180",180,1,17,"LCOR-376","LC-102 5","5","LC-102","transgenic","large",1219.2,1311.5,1408.176,2087.88,2164.08,2621.28,3383.28,3383.28,9.144,9.144,10,14.1,17,19,22,22,101940.6477312,109658.103264,140817.6,415091.4228,625419.12,946282.08,1637507.52,1637507.52,101.9406477312,109.658103264,140.8176,415.0914228,625.41912,946.28208,1637.50752,1637.50752,"LC-102 5"
"181",181,2,17,"LCOR-016","LC-102 4B","4B","LC-102","transgenic","large",1016,1189.5,1240.536,1621.536,2011.68,2484.12,3185.16,3230.88,6.858,8,9,12,16,17,21,21,47784.678624,76128,100483.416,233501.184,514990.08,717910.68,1404655.56,1424818.08,47.784678624,76.128,100.483416,233.501184,514.99008,717.91068,1404.65556,1424.81808,"LC-102 4B"
"182",182,3,17,"LCOR-132","LC-102 5","5","LC-102","transgenic","large",1270,1616.5,1673.352,1987.296,2286,2865.12,3596.64,3688.08,8.636,11,11,11,19,20,24,25,94717.22992,195596.5,202475.592,240462.816,825246,1146048,2071664.64,2305050,94.71722992,195.5965,202.475592,240.462816,825.246,1146.048,2071.66464,2305.05,"LC-102 5"
"183",183,4,17,"LCOR-574","LC-102 5C","5C","LC-102","transgenic","large",1498.6,1708,1767.84,2048.256,2499.36,3078.48,3733.8,3733.8,10.16,11,12,15.5,20,22,24,25,154693.88416,206668,254568.96,492093.504,999744,1489984.32,2150668.8,2333625,154.69388416,206.668,254.56896,492.093504,999.744,1489.98432,2150.6688,2333.625,"LC-102 5C"
"184",184,5,17,"LCOR-079","LC-102 13-15E","13-15E","LC-102","transgenic","large",1104.9,1104.9,1124.712,1313.688,1645.92,2118.36,2834.64,2834.64,7.366,7.366,8,11.5,13,16,19.5,19.5,59949.6155844,59949.6155844,71981.568,173735.238,278160.48,542300.16,1077871.86,1077871.86,59.9496155844,59.9496155844,71.981568,173.735238,278.16048,542.30016,1077.87186,1077.87186,"LC-102 13-15E"
"185",185,6,17,"LCOR-458","LC-102 2H","2H","LC-102","transgenic","large",1422.4,1586,1621.536,1905,2255.52,2727.96,3444.24,3505.2,10.16,11,11,16,17,19,23,23,146828.09344,191906,196205.856,487680,651845.28,984793.56,1822002.96,1854250.8,146.82809344,191.906,196.205856,487.68,651.84528,984.79356,1822.00296,1854.2508,"LC-102 2H"
"186",186,7,17,"LCOR-411","LC-102 8-9D","8-9D","Escape","control","large",1498.6,1738.5,1770.888,2148.84,2529.84,3032.76,3657.6,3657.6,10.922,12,14,18.5,22.5,25,29,29,178768.1198824,250344,347094.048,735440.49,1280731.5,1895475,3076041.6,3076041.6,178.7681198824,250.344,347.094048,735.44049,1280.7315,1895.475,3076.0416,3076.0416,"escape"
"187",187,8,17,"LCOR-394","LC-102 1C","1C","LC-102","transgenic","large",1663.7,1891,1981.2,2292.096,2804.16,3032.76,4099.56,4114.8,10.922,12,13,18.5,23,25,28.5,29,198462.9127508,272304,334822.8,784469.856,1483400.64,1895475,3329867.61,3460546.8,198.4629127508,272.304,334.8228,784.469856,1483.40064,1895.475,3329.86761,3460.5468,"LC-102 1C"
"188",188,9,17,"LCOR-275","LC-102 5C","5C","LC-102","transgenic","large",1460.5,1677.5,1677.5,1950.72,2270.76,2590.8,3002.28,3200.4,9.906,11,12,16,18,21,22.5,22.5,143317.164978,202977.5,241560,499384.32,735726.24,1142542.8,1519904.25,1620202.5,143.317164978,202.9775,241.56,499.38432,735.72624,1142.5428,1519.90425,1620.2025,"LC-102 5C"
"189",189,12,17,"LCOR-134","LC-102 5","5","LC-102","transgenic","large",1409.7,1525,1560.576,2118.36,2179.32,2621.28,3078.48,3108.96,9.398,10,12,14,15,18,23,23,124508.0929188,152500,224722.944,415198.56,490347,849294.72,1628515.92,1644639.84,124.5080929188,152.5,224.722944,415.19856,490.347,849.29472,1628.51592,1644.63984,"LC-102 5"
"190",190,13,17,"LCOR-502","CT717 3","CT3","Control","control","large",1193.8,1357.25,1380.744,1642.872,1981.2,2484.12,3215.64,3322.32,8.636,9,10,12,15,17,23,24,89034.1961248,109937.25,138074.4,236573.568,445770,717910.68,1701073.56,1913656.32,89.0341961248,109.93725,138.0744,236.573568,445.77,717.91068,1701.07356,1913.65632,"CT717 3"
"191",191,14,17,"LCOR-481","LC-102 1C","1C","LC-102","transgenic","large",1155.7,1189.5,1264.92,1554.48,1950.72,2453.64,3185.16,3261.36,7.112,8,9,11.5,14,17,21,21,58455.9347008,76128,102458.52,205579.98,382341.12,709101.96,1404655.56,1438259.76,58.4559347008,76.128,102.45852,205.57998,382.34112,709.10196,1404.65556,1438.25976,"LC-102 1C"
"192",192,15,17,"LCOR-271","LC-102 5C","5C","LC-102","transgenic","large",1257.3,1311.5,1438.656,1752.6,2225.04,2788.92,3642.36,3749.04,8.89,9,10,14.8,18,20,25,26,99367.05933,106231.5,143865.6,383889.504,720912.96,1115568,2276475,2534351.04,99.36705933,106.2315,143.8656,383.889504,720.91296,1115.568,2276.475,2534.35104,"LC-102 5C"
"193",193,1,18,"LCOR-377","LC-102 5","5","LC-102","transgenic","large",1143,1403,1478.28,1828.8,2301.24,2865.12,3642.36,3642.36,7.874,9,10,14.5,18,22,25,25,70865.858268,113643,147828,384505.2,745601.76,1386718.08,2276475,2276475,70.865858268,113.643,147.828,384.5052,745.60176,1386.71808,2276.475,2276.475,"LC-102 5"
"194",194,2,18,"LCOR-058","LC-102 2H","2H","LC-102","transgenic","large",1308.1,1433.5,1484.376,1813.56,2209.8,2575.56,3124.2,3139.44,9.652,11,11,14.5,17,19,22,23,121864.0401424,173453.5,179609.496,381300.99,638632.2,929777.16,1512112.8,1660763.76,121.8640401424,173.4535,179.609496,381.30099,638.6322,929.77716,1512.1128,1660.76376,"LC-102 2H"
"195",195,3,18,"LCOR-052","LC-102 1","1","LC-102","transgenic","large",1066.8,1067.5,1118.616,1395.984,1767.84,2179.32,2773.68,2773.68,6.35,7,7,10.5,15,15,18,19,43016.043,52307.5,54812.184,153907.236,397764,490347,898672.32,1001298.48,43.016043,52.3075,54.812184,153.907236,397.764,490.347,898.67232,1001.29848,"LC-102 1"
"196",196,4,18,"LCOR-475","LC-102 13-15B","13-15B","LC-102","transgenic","large",1473.2,1677.5,1691.64,1947.672,2346.96,2804.16,3459.48,3459.48,10.668,12,12,15,18,20,23,23,167659.3291968,241560,243596.16,438226.2,760415.04,1121664,1830064.92,1830064.92,167.6593291968,241.56,243.59616,438.2262,760.41504,1121.664,1830.06492,1830.06492,"LC-102 13-15B"
"197",197,5,18,"LCOR-085","LC-102 8-9D","8-9D","Escape","control","large",1270,1433.5,1493.52,1801.368,2179.32,2697.48,3429,3444.24,9.144,10,10,14,17,19,19,22,106188.17472,143350,149352,353068.128,629823.48,973790.28,1237869,1667012.16,106.18817472,143.35,149.352,353.068128,629.82348,973.79028,1237.869,1667.01216,"escape"
"198",198,6,18,"LCOR-351","LC-102 1","1","LC-102","transgenic","large",1371.6,1525,1525,1798.32,2011.68,2484.12,3124.2,3124.2,9.144,10,10,14,16,18,22.5,22.5,114683.2286976,152500,152500,352470.72,514990.08,804854.88,1581626.25,1581626.25,114.6832286976,152.5,152.5,352.47072,514.99008,804.85488,1581.62625,1581.62625,"LC-102 1"
"199",199,10,18,"LCOR-306","LC-102 13-15E","13-15E","LC-102","transgenic","large",1460.5,1647,1725.168,2017.776,2407.92,2926.08,3596.64,3596.64,10.922,12,13,17,20,22,25.5,26,174223.167682,237168,291553.392,583137.264,963168,1416222.72,2338715.16,2431328.64,174.223167682,237.168,291.553392,583.137264,963.168,1416.22272,2338.71516,2431.32864,"LC-102 13-15E"
"200",200,11,18,"LCOR-392","LC-102 7","7","LC-102","transgenic","large",1447.8,1555.5,1636.776,1926.336,2346.96,2804.16,3505.2,3505.2,10.668,11,12,16.2,18,21,24,25,164768.6511072,188215.5,235695.744,505547.61984,760415.04,1236634.56,2018995.2,2190750,164.7686511072,188.2155,235.695744,505.54761984,760.41504,1236.63456,2018.9952,2190.75,"LC-102 7"
"201",201,12,18,"LCOR-243","LC-102 5A","5A","LC-102","transgenic","large",1346.2,1708,1773.936,2109.216,2590.8,3169.92,4053.84,4175.76,11.43,12,13,16.5,20,24,28.5,29,175874.16438,245952,299795.184,574234.056,1036320,1825873.92,3292731.54,3511814.16,175.87416438,245.952,299.795184,574.234056,1036.32,1825.87392,3292.73154,3511.81416,"LC-102 5A"
"202",202,13,18,"LCOR-572","LC-102 5C","5C","LC-102","transgenic","large",1231.9,1281,1371.6,1661.16,2042.16,2560.32,3261.36,3383.28,8.636,8.636,8.636,13,14,17,22,23,91875.7130224,95537.615376,102294.6083136,280736.04,400263.36,739932.48,1578498.24,1789755.12,91.8757130224,95.537615376,102.2946083136,280.73604,400.26336,739.93248,1578.49824,1789.75512,"LC-102 5C"
"203",203,14,18,"LCOR-463","LC-102 13-15B","13-15B","LC-102","transgenic","large",1473.2,1586,1682.496,2023.872,2392.68,2895.6,3444.24,3444.24,10.922,12,12,12,19,20,22,23,175738.1517488,228384,242279.424,291437.568,863757.48,1158240,1667012.16,1822002.96,175.7381517488,228.384,242.279424,291.437568,863.75748,1158.24,1667.01216,1822.00296,"LC-102 13-15B"
"204",204,15,18,"LCOR-260","LC-102 4B","4B","LC-102","transgenic","large",1320.8,1555.5,1645.92,1965.96,2407.92,2880.36,3627.12,3718.56,9.398,11,12,16.5,19,22,24.5,26,116656.2312032,188215.5,237012.48,535232.61,869259.12,1394094.24,2177178.78,2513746.56,116.6562312032,188.2155,237.01248,535.23261,869.25912,1394.09424,2177.17878,2513.74656,"LC-102 4B"
"205",205,1,19,"LCOR-548","LC-102 7","7","LC-102","transgenic","large",596.8999999,793,1453.896,1453.896,1453.896,1508.76,2346.96,2468.88,6.35,7,11,11,12,13,17,17,24068.5002459677,38857,175921.416,175921.416,209361.024,254980.44,678271.44,713506.32,24.0685002459677,38.857,175.921416,175.921416,209.361024,254.98044,678.27144,713.50632,"LC-102 7"
"206",206,3,19,"LCOR-406","LC-102 1C","1C","LC-102","transgenic","large",1168.4,1189.5,1189.5,1402.08,1645.92,1981.2,2636.52,2651.76,8.128,8.128,8.128,12,13,14,16,17,77189.6262656,78583.584768,78583.584768,201899.52,278160.48,388315.2,674949.12,766358.64,77.1896262656,78.583584768,78.583584768,201.89952,278.16048,388.3152,674.94912,766.35864,"LC-102 1C"
"207",207,4,19,"LCOR-089","LC-102 8-9D","8-9D","Escape","control","large",1308.1,1464,1464,1740.408,2118.36,2529.84,3185.16,3185.16,9.144,10,10,13.1,16,18,20.05,20.05,109373.8199616,146400,146400,298671.41688,542300.16,819668.16,1280442.2829,1280442.2829,109.3738199616,146.4,146.4,298.67141688,542.30016,819.66816,1280.4422829,1280.4422829,"escape"
"208",208,5,19,"LCOR-491","CT717 3","CT3","Control","control","large",1028.7,1128.5,1353.312,1417.32,1767.84,2209.8,2926.08,2956.56,7.62,8,9,12.5,15,17,19,20,59730.84828,72224,109618.272,221456.25,397764,638632.2,1056314.88,1182624,59.73084828,72.224,109.618272,221.45625,397.764,638.6322,1056.31488,1182.624,"CT717 3"
"209",209,7,19,"LCOR-585","LC-102 5A","5A","LC-102","transgenic","large",990.6,1128.5,1514.856,1514.856,1514.856,1844.04,2392.68,2407.92,6.604,7,10,10,11,12,18,19,43202.8555296,55296.5,151485.6,151485.6,183297.576,265541.76,775228.32,869259.12,43.2028555296,55.2965,151.4856,151.4856,183.297576,265.54176,775.22832,869.25912,"LC-102 5A"
"210",210,8,19,"LCOR-554","LC-102 7","7","LC-102","transgenic","large",1409.7,1464,1892.808,1892.808,2225.04,2743.2,3596.64,3718.56,9.398,10,15,15,18,20,24,25,124508.0929188,146400,425881.8,425881.8,720912.96,1097280,2071664.64,2324100,124.5080929188,146.4,425.8818,425.8818,720.91296,1097.28,2071.66464,2324.1,"LC-102 7"
"211",211,9,19,"LCOR-152","LC-102 7","7","LC-102","transgenic","large",1625.6,1891,1891,2228.088,2606.04,3078.48,3779.52,3810,11.938,13,13,19,22,24,26,28,231673.7560064,319579,319579,804339.768,1261323.36,1773204.48,2554955.52,2987040,231.6737560064,319.579,319.579,804.339768,1261.32336,1773.20448,2554.95552,2987.04,"LC-102 7"
"212",212,10,19,"LCOR-558","LC-102 7","7","LC-102","transgenic","large",1397,1433.5,1433.5,1831.848,2240.28,2606.04,2606.04,3169.92,8.89,10,10,13,16,18,18,20,110407.8437,143350,143350,309582.312,573511.68,844356.96,844356.96,1267968,110.4078437,143.35,143.35,309.582312,573.51168,844.35696,844.35696,1267.968,"LC-102 7"
"213",213,11,19,"LCOR-138","LC-102 5","5","LC-102","transgenic","large",1219.2,1281,1618.488,1691.64,2072.64,2499.36,2926.08,2926.08,9.144,9.144,9.144,14,16,17,19,19,101940.6477312,107107.914816,135326.209863168,331561.44,530595.84,722315.04,1056314.88,1056314.88,101.9406477312,107.107914816,135.326209863168,331.56144,530.59584,722.31504,1056.31488,1056.31488,"LC-102 5"
"214",214,12,19,"LCOR-383","LC-102 7","7","LC-102","transgenic","large",1193.8,1281,1281,1697.736,2148.84,2545.08,2636.52,2636.52,7.366,8,9,14,16,17,18,18,64773.1478728,81984,103761,332756.256,550103.04,735528.12,854232.48,854232.48,64.7731478728,81.984,103.761,332.756256,550.10304,735.52812,854.23248,854.23248,"LC-102 7"
"215",215,13,19,"LCOR-568","LC-102 5C","5C","LC-102","transgenic","large",1193.8,1250.5,1250.5,1615.44,2057.4,2423.16,2819.4,2819.4,7.366,8,10,13.5,16,17,19,19,64773.1478728,80032,125050,294413.94,526694.4,700293.24,1017803.4,1017803.4,64.7731478728,80.032,125.05,294.41394,526.6944,700.29324,1017.8034,1017.8034,"LC-102 5C"
