row,column,ID,event,event_short,construct,construct2,block,H32,H144,D144,V144,R144,H298,D298,V298,R298,H334,D334,V334,R334,H356,D356,V356,R356,H384,D384,V384,R384,H419,D419,V419,R419,Aug_SPAD
12,17,LCOR-134,LC-102 5,5,LC-102,transgenic,large,1409.7,1525,10,152500,152.5,1560.576,12,224722.944,130.048,2118.36,14,415198.56,151.3114286,2179.32,15,490347,145.288,2621.28,18,849294.72,145.6266667,3078.48,23,1628515.92,133.8469565,43.2
13,17,LCOR-502,CT717 3,CT3,Control,control,large,1193.8,1357.25,9,109937.25,150.8055556,1380.744,10,138074.4,138.0744,1642.872,12,236573.568,136.906,1981.2,15,445770,132.08,2484.12,17,717910.68,146.1247059,3215.64,23,1701073.56,139.8104348,43.53333333
14,17,LCOR-481,LC-102 1C,1C,LC-102,transgenic,large,1155.7,1189.5,8,76128,148.6875,1264.92,9,102458.52,140.5466667,1554.48,11.5,205579.98,135.1721739,1950.72,14,382341.12,139.3371429,2453.64,17,709101.96,144.3317647,3185.16,21,1404655.56,151.6742857,41.33333333
15,17,LCOR-271,LC-102 5C,5C,LC-102,transgenic,large,1257.3,1311.5,9,106231.5,145.7222222,1438.656,10,143865.6,143.8656,1752.6,14.8,383889.504,118.4189189,2225.04,18,720912.96,123.6133333,2788.92,20,1115568,139.446,3642.36,25,2276475,145.6944,31.3
1,18,LCOR-377,LC-102 5,5,LC-102,transgenic,large,1143,1403,9,113643,155.8888889,1478.28,10,147828,147.828,1828.8,14.5,384505.2,126.1241379,2301.24,18,745601.76,127.8466667,2865.12,22,1386718.08,130.2327273,3642.36,25,2276475,145.6944,38.26666667
2,18,LCOR-058,LC-102 2H,2H,LC-102,transgenic,large,1308.1,1433.5,11,173453.5,130.3181818,1484.376,11,179609.496,134.9432727,1813.56,14.5,381300.99,125.0731034,2209.8,17,638632.2,129.9882353,2575.56,19,929777.16,135.5557895,3124.2,22,1512112.8,142.0090909,40.03333333
3,18,LCOR-052,LC-102 1,1,LC-102,transgenic,large,1066.8,1067.5,7,52307.5,152.5,1118.616,7,54812.184,159.8022857,1395.984,10.5,153907.236,132.9508571,1767.84,15,397764,117.856,2179.32,15,490347,145.288,2773.68,18,898672.32,154.0933333,39.16666667
4,18,LCOR-475,LC-102 13-15B,13-15B,LC-102,transgenic,large,1473.2,1677.5,12,241560,139.7916667,1691.64,12,243596.16,140.97,1947.672,15,438226.2,129.8448,2346.96,18,760415.04,130.3866667,2804.16,20,1121664,140.208,3459.48,23,1830064.92,150.4121739,40.66666667
5,18,LCOR-085,LC-102 8-9D,8-9D,Escape,control,large,1270,1433.5,10,143350,143.35,1493.52,10,149352,149.352,1801.368,14,353068.128,128.6691429,2179.32,17,629823.48,128.1952941,2697.48,19,973790.28,141.9726316,3429,18,1110996,190.5,37.93333333
6,18,LCOR-351,LC-102 1,1,LC-102,transgenic,large,1371.6,1525,10,152500,152.5,1505.712,10,150571.2,150.5712,1798.32,14,352470.72,128.4514286,2011.68,16,514990.08,125.73,2484.12,18,804854.88,138.0066667,3124.2,22.5,1581626.25,138.8533333,39.33333333
10,18,LCOR-306,LC-102 13-15E,13-15E,LC-102,transgenic,large,1460.5,1647,12,237168,137.25,1725.168,13,291553.392,132.7052308,2017.776,17,583137.264,118.6927059,2407.92,20,963168,120.396,2926.08,22,1416222.72,133.0036364,3596.64,25.5,2338715.16,141.0447059,41.6
11,18,LCOR-392,LC-102 7,7,LC-102,transgenic,large,1447.8,1555.5,11,188215.5,141.4090909,1636.776,12,235695.744,136.398,1926.336,16.2,505547.6198,118.9096296,2346.96,18,760415.04,130.3866667,2804.16,21,1236634.56,133.5314286,3505.2,24,2018995.2,146.05,42.96666667
12,18,LCOR-243,LC-102 5A,5A,LC-102,transgenic,large,1346.2,1708,12,245952,142.3333333,1773.936,13,299795.184,136.4566154,2109.216,16.5,574234.056,127.8312727,2590.8,20,1036320,129.54,3169.92,24,1825873.92,132.08,4053.84,28.5,3292731.54,142.24,37.26666667
13,18,LCOR-572,LC-102 5C,5C,LC-102,transgenic,large,1231.9,1281,8,81984,160.125,1371.6,8,87782.4,171.45,1661.16,13,280736.04,127.7815385,2042.16,14,400263.36,145.8685714,2560.32,17,739932.48,150.6070588,3261.36,22,1578498.24,148.2436364,38.16666667
14,18,LCOR-463,LC-102 13-15B,13-15B,LC-102,transgenic,large,1473.2,1586,12,228384,132.1666667,1682.496,12,242279.424,140.208,2023.872,11.5,267657.072,175.9888696,2392.68,19,863757.48,125.9305263,2895.6,20,1158240,144.78,3444.24,22,1667012.16,156.5563636,40.9
15,18,LCOR-260,LC-102 4B,4B,LC-102,transgenic,large,1320.8,1555.5,11,188215.5,141.4090909,1645.92,12,237012.48,137.16,1965.96,16.5,535232.61,119.1490909,2407.92,19,869259.12,126.7326316,2880.36,22,1394094.24,130.9254545,3627.12,24.5,2177178.78,148.0457143,37.4
1,19,LCOR-548,LC-102 7,7,LC-102,transgenic,large,596.8999999,793,7,38857,113.2857143,1453.896,11,175921.416,132.1723636,1143,9.5,103155.75,120.3157895,1310.64,12,188732.16,109.22,1508.76,13,254980.44,116.0584615,2346.96,17,678271.44,138.0564706,44.7
3,19,LCOR-406,LC-102 1C,1C,LC-102,transgenic,large,1168.4,1189.5,8,76128,148.6875,911.352,8,58326.528,113.919,1402.08,12,201899.52,116.84,1645.92,13,278160.48,126.6092308,1981.2,14,388315.2,141.5142857,2636.52,16,674949.12,164.7825,36.26666667
4,19,LCOR-089,LC-102 8-9D,8-9D,Escape,control,large,1308.1,1464,10,146400,146.4,1304.544,9,105668.064,144.9493333,1740.408,13.1,298671.4169,132.8555725,2118.36,16,542300.16,132.3975,2529.84,18,819668.16,140.5466667,3185.16,20.05,1280442.283,158.8608479,39.06666667
5,19,LCOR-491,CT717 3,CT3,Control,control,large,1028.7,1128.5,8,72224,141.0625,1353.312,9,109618.272,150.368,1417.32,12.5,221456.25,113.3856,1767.84,15,397764,117.856,2209.8,17,638632.2,129.9882353,2926.08,19,1056314.88,154.0042105,38.26666667
7,19,LCOR-585,LC-102 5A,5A,LC-102,transgenic,large,990.6,1128.5,7,55296.5,161.2142857,1514.856,10,151485.6,151.4856,1313.688,10,131368.8,131.3688,1508.76,11,182559.96,137.16,1844.04,12,265541.76,153.67,2392.68,18,775228.32,132.9266667,48.4
8,19,LCOR-554,LC-102 7,7,LC-102,transgenic,large,1409.7,1464,10,146400,146.4,1892.808,15,425881.8,126.1872,1758.696,14.5,369765.834,121.2893793,2225.04,18,720912.96,123.6133333,2743.2,20,1097280,137.16,3596.64,24,2071664.64,149.86,40.56666667
9,19,LCOR-152,LC-102 7,7,LC-102,transgenic,large,1625.6,1891,13,319579,145.4615385,1478.28,10,147828,147.828,2228.088,19,804339.768,117.2677895,2606.04,22,1261323.36,118.4563636,3078.48,24,1773204.48,128.27,3779.52,26,2554955.52,145.3661538,39.4
10,19,LCOR-558,LC-102 7,7,LC-102,transgenic,large,1397,1433.5,10,143350,143.35,1136.904,8,72761.856,142.113,1831.848,13,309582.312,140.9113846,2240.28,16,573511.68,140.0175,2606.04,18,844356.96,144.78,2392.68,18,775228.32,132.9266667,40.36666667
11,19,LCOR-138,LC-102 5,5,LC-102,transgenic,large,1219.2,1281,9,103761,142.3333333,1618.488,9,131097.528,179.832,1691.64,14,331561.44,120.8314286,2072.64,16,530595.84,129.54,2499.36,17,722315.04,147.0211765,2926.08,19,1056314.88,154.0042105,37.93333333
12,19,LCOR-383,LC-102 7,7,LC-102,transgenic,large,1193.8,1281,8,81984,160.125,1136.904,9,92089.224,126.3226667,1697.736,14,332756.256,121.2668571,2148.84,16,550103.04,134.3025,2545.08,17,735528.12,149.7105882,2636.52,18,854232.48,146.4733333,33.36666667
13,19,LCOR-568,LC-102 5C,5C,LC-102,transgenic,large,1193.8,1250.5,8,80032,156.3125,1164.336,10,116433.6,116.4336,1615.44,13.5,294413.94,119.6622222,2057.4,16,526694.4,128.5875,2423.16,17,700293.24,142.5388235,2819.4,19,1017803.4,148.3894737,27.83333333
14,19,LCOR-080,LC-102 13-15E,13-15E,LC-102,transgenic,large,800.1,854,5,21350,170.8,1188.72,9,96286.32,132.08,1210.056,11,146416.776,110.0050909,1554.48,11,188092.08,141.3163636,1859.28,12,267736.32,154.94,2697.48,15,606933,179.832,33.9
15,19,LCOR-391,LC-102 7,7,LC-102,transgenic,large,1485.9,1555.5,11,188215.5,141.4090909,524.256,4,8388.096,131.064,1923.288,15.5,462069.942,124.0830968,2225.04,18,720912.96,123.6133333,2682.24,19,968288.64,141.1705263,3352.8,23,1773631.2,145.773913,41.23333333
1,20,LCOR-553,LC-102 7,7,LC-102,transgenic,large,1003.3,1159,8,74176,144.875,1203.96,10,120396,120.396,1554.48,13,262707.12,119.5753846,1905,15,428625,127,2377.44,17,687080.16,139.8494118,3230.88,21.5,1493474.28,150.2734884,40.86666667
2,20,LCOR-162,LC-102 5A,5A,LC-102,transgenic,large,876.3,1037,9,83997,115.2222222,1136.904,8,72761.856,142.113,1524,13.5,277749,112.8888889,1935.48,16,495482.88,120.9675,2377.44,18,770290.56,132.08,3337.56,23.5,1843167.51,142.0238298,43
3,20,LCOR-242,LC-102 5A,5A,LC-102,transgenic,large,1270,1555.5,10,155550,155.55,1569.72,10,156972,156.972,1834.896,14.5,385786.884,126.5445517,2194.56,17,634227.84,129.0917647,2651.76,18,859170.24,147.32,3459.48,23,1830064.92,150.4121739,43.23333333
5,20,LCOR-166,LC-102 5A,5A,LC-102,transgenic,large,1270,1281,9,103761,142.3333333,1328.928,9,107643.168,147.6586667,1600.2,12,230428.8,133.35,1950.72,15,438912,130.048,2392.68,17,691484.52,140.7458824,3230.88,23,1709135.52,140.4730435,43.33333333
7,20,LCOR-059,LC-102 2H,2H,LC-102,transgenic,large,1676.4,1799.5,12,259128,149.9583333,1844.04,13,311642.76,141.8492308,2026.92,15.5,486967.53,130.7690323,2392.68,19,863757.48,125.9305263,2895.6,21,1276959.6,137.8857143,3794.76,26,2565257.76,145.9523077,42.6
8,20,LCOR-101,LC-102 16-20,16-20,Escape,control,large,1409.7,1616.5,11,195596.5,146.9545455,1709.928,11,206901.288,155.448,2036.064,16.5,554318.424,123.3978182,2499.36,20,999744,124.968,3017.52,22,1460479.68,137.16,3810,27,2777490,141.1111111,41
9,20,LCOR-067,LC-102 2H,2H,LC-102,transgenic,large,1193.8,1281,9,103761,142.3333333,1313.688,9,106408.728,145.9653333,1691.64,14,331561.44,120.8314286,2087.88,16,534497.28,130.4925,2651.76,19,957285.36,139.5663158,3413.76,23,1805879.04,148.4243478,40.96666667
11,20,LCOR-103,LC-102 16-20,16-20,Escape,control,large,1193.8,1250.5,8,80032,156.3125,1322.832,8,84661.248,165.354,1621.536,12.5,253365,129.72288,2011.68,15,452628,134.112,2499.36,16,639836.16,156.21,3230.88,20.5,1357777.32,157.6039024,38.16666667
12,20,LCOR-230,LC-102 4A,4A,LC-102,transgenic,large,1485.9,1555.5,11,188215.5,141.4090909,1603.248,11,193993.008,145.7498182,1905,15.5,457676.25,122.9032258,2286,18,740664,127,2727.96,19,984793.56,143.5768421,3916.68,26,2647675.68,150.6415385,45.73333333
13,20,LCOR-534,LC-102 4A,4A,LC-102,transgenic,large,1270,1708,10,170800,170.8,1517.904,10,151790.4,151.7904,1853.184,16,474415.104,115.824,2316.48,19,836249.28,121.92,2865.12,21,1263517.92,136.4342857,3520.44,24,2027773.44,146.685,39.2
14,20,LCOR-261,LC-102 4B,4B,LC-102,transgenic,large,1181.1,1342,9,108702,149.1111111,1426.464,10,142646.4,142.6464,1752.6,15,394335,116.84,2179.32,16,557905.92,136.2075,2727.96,19,984793.56,143.5768421,3535.68,23,1870374.72,153.7252174,41.96666667
15,20,LCOR-493,CT717 3,CT3,Control,control,large,1219.2,1342,8,85888,167.75,1389.888,8,88952.832,173.736,1661.16,13.5,302746.41,123.0488889,1965.96,14,385328.16,140.4257143,2484.12,17,717910.68,146.1247059,3108.96,19,1122334.56,163.6294737,41.83333333
1,21,LCOR-468,LC-102 13-15B,13-15B,LC-102,transgenic,large,914.4,945.5,6,34038,157.5833333,1289.304,8,82515.456,161.163,1249.68,10.5,137777.22,119.0171429,1447.8,12,208483.2,120.65,1783.08,13,301340.52,137.16,2621.28,19,946282.08,137.9621053,42.86666667
2,21,LCOR-098,LC-102 8-9D,8-9D,Escape,control,large,1219.2,1250.5,8,80032,156.3125,1591.056,10,159105.6,159.1056,1508.76,13,254980.44,116.0584615,1813.56,15,408051,120.904,2148.84,17,621014.76,126.4023529,2895.6,22.5,1465897.5,128.6933333,44.76666667
3,21,LCOR-482,LC-102 1C,1C,LC-102,transgenic,large,1270,1326.75,8,84912,165.84375,1542.288,10,154228.8,154.2288,1569.72,12,226039.68,130.81,1798.32,14,352470.72,128.4514286,2225.04,16,569610.24,139.065,3063.24,22,1482608.16,139.2381818,44.96666667
4,21,LCOR-350,CT717 3,CT3,Control,control,large,1371.6,1403,9,113643,155.8888889,1822.704,12,262469.376,151.892,1691.64,14.5,355667.31,116.6648276,1981.2,16,507187.2,123.825,2377.44,18,770290.56,132.08,2987.04,23,1580144.16,129.8713043,43.5
5,21,LCOR-129,LC-102 5,5,LC-102,transgenic,large,1511.3,1555.5,10,155550,155.55,1795.272,12,258519.168,149.606,1798.32,14,352470.72,128.4514286,2164.08,15,486918,144.272,2621.28,18,849294.72,145.6266667,3383.28,22.5,1712785.5,150.368,43.73333333
6,21,LCOR-012,LC-102 4A,4A,LC-102,transgenic,large,1270,1555.5,11,188215.5,141.4090909,1295.4,8,82905.6,161.925,1996.44,16,511088.64,124.7775,2423.16,18,785103.84,134.62,2956.56,21,1303842.96,140.7885714,3703.32,26,2503444.32,142.4353846,47.23333333
7,21,LCOR-248,LC-102 5A,5A,LC-102,transgenic,large,1168.4,1372.5,9,111172.5,152.5,1642.872,11,198787.512,149.352,1752.6,15,394335,116.84,2164.08,17,625419.12,127.2988235,2758.44,20,1103376,137.922,3703.32,25,2314575,148.1328,40.4
8,21,LCOR-476,LC-102 13-15B,13-15B,LC-102,transgenic,large,1282.7,1403,9,113643,155.8888889,1621.536,12,233501.184,135.128,1722.12,14,337535.52,123.0085714,2072.64,17,598992.96,121.92,2575.56,19,929777.16,135.5557895,3215.64,22,1556369.76,146.1654545,43.23333333
9,21,LCOR-584,LC-102 5A,5A,LC-102,transgenic,large,1320.8,1586,12,228384,132.1666667,1423.416,9,115296.696,158.1573333,1935.48,15.5,464999.07,124.8696774,2087.88,18,676473.12,115.9933333,2788.92,19,1006800.12,146.7852632,3520.44,23,1862312.76,153.0626087,42.06666667
10,21,LCOR-518,LC-102 16-20,16-20,Escape,control,large,1498.6,1616.5,11,195596.5,146.9545455,1435.608,9,116284.248,159.512,1905,15,428625,127,2346.96,17,678271.44,138.0564706,2834.64,19,1023305.04,149.1915789,3550.92,23,1878436.68,154.3878261,42.36666667
11,21,LCOR-450,LC-102 2H,2H,LC-102,transgenic,large,1219.2,1265.75,8,81008,158.21875,1624.584,12,233940.096,135.382,1569.72,12.5,245268.75,125.5776,1889.76,14,370392.96,134.9828571,2331.72,16,596920.32,145.7325,3108.96,21,1371051.36,148.0457143,44.96666667
12,21,LCOR-017,LC-102 4B,4B,LC-102,transgenic,large,1651,1769,11,214049,160.8181818,1536.192,9,124431.552,170.688,2057.4,17,594588.6,121.0235294,2377.44,19,858255.84,125.1284211,2804.16,21,1236634.56,133.5314286,3505.2,26,2369515.2,134.8153846,39.83333333
13,21,LCOR-495,CT717 3,CT3,Control,control,large,1625.6,1769,13,298961,136.0769231,1426.464,10,142646.4,142.6464,2087.88,17.5,639413.25,119.3074286,2545.08,21,1122380.28,121.1942857,3124.2,21,1377772.2,148.7714286,3901.44,27,2844149.76,144.4977778,40.3
14,21,LCOR-144,LC-102 7,7,LC-102,transgenic,large,1295.4,1525,10,152500,152.5,1335.024,9,108136.944,148.336,1874.52,15.5,450353.43,120.9367742,2225.04,17,643036.56,130.8847059,2651.76,19,957285.36,139.5663158,3291.84,21.5,1521653.04,153.1088372,38.9
15,21,LCOR-204,CT717 3,CT3,Control,control,large,1371.6,1525,10,152500,152.5,1267.968,9,102705.408,140.8853333,1874.52,14,367405.92,133.8942857,2225.04,17,643036.56,130.8847059,2758.44,19,995796.84,145.1810526,3413.76,22,1652259.84,155.1709091,38.9
1,22,LCOR-470,LC-102 13-15B,13-15B,LC-102,transgenic,large,990.6,1250.5,8,80032,156.3125,1228.344,8,78614.016,153.543,1447.8,11,175183.8,131.6181818,1676.4,12,241401.6,139.7,1920.24,13,324520.56,147.7107692,2468.88,16,632033.28,154.305,43.93333333
2,22,LCOR-616,LC-102 13-15E,13-15E,LC-102,transgenic,large,1346.2,1433.5,10,143350,143.35,1411.224,10,141122.4,141.1224,1630.68,13,275584.92,125.4369231,1950.72,13,329671.68,150.0553846,2331.72,15,524637,155.448,2910.84,19,1050813.24,153.2021053,42.4
3,22,LCOR-245,LC-102 5A,5A,LC-102,transgenic,large,571.5,579.5,4,9272,144.875,603.504,4,9656.064,150.876,838.2,5.5,25355.55,152.4,1066.8,7,52273.2,152.4,1341.12,8,85831.68,167.64,2072.64,13,350276.16,159.4338462,42.43333333
4,22,LCOR-165,LC-102 5A,5A,LC-102,transgenic,large,800.1,945.5,7,46329.5,135.0714286,920.496,7,45104.304,131.4994286,1219.2,10,121920,121.92,1508.76,11,182559.96,137.16,1935.48,14,379354.08,138.2485714,2743.2,19,990295.2,144.3789474,45.13333333
5,22,LCOR-209,CT717 3,CT3,Control,control,large,1549.4,1586,11,191906,144.1818182,1584.96,11,191780.16,144.0872727,1859.28,14,364418.88,132.8057143,2225.04,16,569610.24,139.065,3032.76,19,1094826.36,159.6189474,3459.48,24,1992660.48,144.145,43
6,22,LCOR-340,CT717 3,CT3,Control,control,large,990.6,1159,9,93879,128.7777778,1161.288,9,94064.328,129.032,1408.176,12.5,220027.5,112.65408,1630.68,14,319613.28,116.4771429,1798.32,15,404622,119.888,2423.16,18,785103.84,134.62,35.26666667
8,22,LCOR-149,LC-102 7,7,LC-102,transgenic,large,1358.9,1403,10,140300,140.3,1472.184,10,147218.4,147.2184,1679.448,12,241840.512,139.954,1950.72,13,329671.68,150.0553846,2225.04,14,436107.84,158.9314286,2834.64,17,819210.96,166.7435294,38.03333333
10,22,LCOR-169,LC-102 1C,1C,LC-102,transgenic,large,1155.7,1403,11,169763,127.5454545,1505.712,11,182191.152,136.8829091,1859.28,15.5,446692.02,119.9535484,2286,21,1008126,108.8571429,2727.96,19,984793.56,143.5768421,3276.6,21,1444980.6,156.0285714,38.3
11,22,LCOR-063,LC-102 2H,2H,LC-102,transgenic,large,1549.4,1830,12,263520,152.5,1865.376,13,315248.544,143.4904615,2209.8,18,715975.2,122.7666667,2423.16,21,1068613.56,115.3885714,2956.56,21,1303842.96,140.7885714,3657.6,23.5,2019909.6,155.6425532,37.23333333
12,22,LCOR-483,LC-102 1C,1C,LC-102,transgenic,large,1371.6,1555.5,11,188215.5,141.4090909,1645.92,11,199156.32,149.6290909,1981.2,17.5,606742.5,113.2114286,2560.32,20,1024128,128.016,2926.08,22,1416222.72,133.0036364,3596.64,24,2071664.64,149.86,33.4
13,22,LCOR-514,LC-102 16-20,16-20,Escape,control,large,1473.2,1525,12,219600,127.0833333,1594.104,12,229550.976,132.842,1935.48,17,559353.72,113.8517647,2286,18,740664,127,2712.72,22,1312956.48,123.3054545,3261.36,25,2038350,130.4544,34.6
14,22,LCOR-266,LC-102 4B,4B,LC-102,transgenic,large,1397,1372.5,12,197640,114.375,1405.128,13,237466.632,108.0867692,1691.64,15,380619,112.776,914.4,6,32918.4,152.4,2529.84,20,1011936,126.492,3246.12,24,1869765.12,135.255,38.23333333
1,23,LCOR-485,LC-102 1C,1C,LC-102,transgenic,large,1600.2,1708,12,245952,142.3333333,1783.08,11,215752.68,162.0981818,2087.88,16,534497.28,130.4925,2468.88,18,799917.12,137.16,2910.84,21,1283680.44,138.6114286,3733.8,27,2721940.2,138.2888889,41.2
2,23,LCOR-398,LC-102 1C,1C,LC-102,transgenic,large,1244.6,1311.5,10,131150,131.15,1347.216,10,134721.6,134.7216,1524,12,219456,127,1752.6,13,296189.4,134.8153846,2042.16,15,459486,136.144,3002.28,19,1083823.08,158.0147368,43.63333333
3,23,LCOR-171,LC-102 1C,1C,LC-102,transgenic,large,838.2,884.5,5,22112.5,176.9,868.68,6,31272.48,144.78,1036.32,8,66324.48,129.54,1356.36,9,109865.16,150.7066667,1706.88,11,206532.48,155.1709091,2514.6,16,643737.6,157.1625,48.9
4,23,LCOR-422,LC-102 4B,4B,LC-102,transgenic,large,1308.1,1403,11,169763,127.5454545,1417.32,11,171495.72,128.8472727,1691.64,14.5,355667.31,116.6648276,2057.4,15.5,494290.35,132.7354839,2529.84,17,731123.76,148.8141176,3291.84,22,1593250.56,149.6290909,44.46666667
5,23,LCOR-319,LC-102 16-20,16-20,Escape,control,large,1193.8,1250.5,8,80032,156.3125,1255.776,8,80369.664,156.972,1435.608,11,173708.568,130.5098182,1706.88,13,288462.72,131.2984615,2057.4,13,347700.6,158.2615385,2727.96,16.5,742687.11,165.3309091,43.83333333
6,23,LCOR-106,LC-102 16-20,16-20,Escape,control,large,1117.6,1250.5,10,125050,125.05,1237.488,10,123748.8,123.7488,1798.32,13.5,327743.82,133.2088889,1828.8,15,411480,121.92,2209.8,17,638632.2,129.9882353,2910.84,22,1408846.56,132.3109091,44.76666667
7,23,LCOR-445,LC-102 1,1,LC-102,transgenic,large,1270,1433.5,11,173453.5,130.3181818,1496.568,10,149656.8,149.6568,2118.36,15,476631,141.224,2194.56,17,634227.84,129.0917647,2621.28,20,1048512,131.064,0,0,0,#DIV/0!,47.5
8,23,LCOR-401,LC-102 1C,1C,LC-102,transgenic,large,698.5000001,1006.5,7,49318.5,143.7857143,1057.656,8,67689.984,132.207,1371.6,13,231800.4,105.5076923,1722.12,14,337535.52,123.0085714,2072.64,15,466344,138.176,2773.68,19,1001298.48,145.9831579,40.9
9,23,LCOR-291,LC-102 8-9D,8-9D,Escape,control,large,1155.7,1281,10,128100,128.1,1359.408,10,135940.8,135.9408,1691.64,13.5,308301.39,125.3066667,2042.16,15,459486,136.144,2499.36,17,722315.04,147.0211765,3154.68,21,1391213.88,150.2228571,42.9
10,23,LCOR-207,CT717 3,CT3,Control,control,large,1219.2,1464,10,146400,146.4,1539.24,10,153924,153.924,1844.04,16,472074.24,115.2525,2286,18,740664,127,2788.92,20,1115568,139.446,3505.2,24,2018995.2,146.05,39.33333333
11,23,LCOR-090,LC-102 8-9D,8-9D,Escape,control,large,1447.8,1799.5,13,304115.5,138.4230769,1831.848,14,359042.208,130.8462857,2209.8,19,797737.8,116.3052632,2727.96,24,1571304.96,113.665,3322.32,29,2794071.12,114.5627586,4099.56,33,4464420.84,124.2290909,34.76666667
12,23,LCOR-015,LC-102 4B,4B,LC-102,transgenic,large,1143,1281,10,128100,128.1,1380.744,11,167070.024,125.5221818,1752.6,14,343509.6,125.1857143,2270.76,18,735726.24,126.1533333,2743.2,20,1097280,137.16,3520.44,23,1862312.76,153.0626087,41.06666667
13,23,LCOR-202,CT717 3,CT3,Control,control,large,1320.8,1525,11,184525,138.6363636,1572.768,11,190304.928,142.9789091,1981.2,18,641908.8,110.0666667,2453.64,21,1082055.24,116.84,3017.52,23,1596268.08,131.1965217,3596.64,24,2071664.64,149.86,33.93333333
14,23,LCOR-290,LC-102 8-9D,8-9D,Escape,control,large,1320.8,1586,11,191906,144.1818182,1691.64,11,204688.44,153.7854545,2087.88,17,603397.32,122.8164706,2499.36,20,999744,124.968,3078.48,23,1628515.92,133.8469565,3925.824,25.5,2552767.056,153.9538824,38.26666667
1,24,LCOR-489,LC-102 1C,1C,LC-102,transgenic,large,1206.5,1281,9,103761,142.3333333,1325.88,10,132588,132.588,1676.4,12.5,261937.5,134.112,1981.2,14,388315.2,141.5142857,2362.2,15,531495,157.48,3017.52,20,1207008,150.876,44.3
2,24,LCOR-178,LC-102 1C,1C,LC-102,transgenic,large,1536.7,1616.5,11,195596.5,146.9545455,1676.4,11,202844.4,152.4,1981.2,15,445770,132.08,2346.96,17,678271.44,138.0564706,2712.72,18,878921.28,150.7066667,3383.28,21,1492026.48,161.1085714,43.13333333
3,24,LCOR-367,LC-102 5,5,LC-102,transgenic,large,1371.6,1433.5,9,116113.5,159.2777778,1447.8,10,144780,144.78,1798.32,12.5,280987.5,143.8656,2072.64,14,406237.44,148.0457143,2468.88,16,632033.28,154.305,3139.44,19,1133337.84,165.2336842,42.93333333
4,24,LCOR-608,LC-102 13-15E,13-15E,LC-102,transgenic,large,1371.6,1494.5,13,252570.5,114.9615385,1542.288,13,260646.672,118.6375385,1859.28,16.5,506188.98,112.6836364,2255.52,18,730788.48,125.3066667,2621.28,19,946282.08,137.9621053,3261.36,22,1578498.24,148.2436364,37.86666667
5,24,LCOR-229,LC-102 4A,4A,LC-102,transgenic,large,1574.8,1799.5,13,304115.5,138.4230769,1834.896,13,310097.424,141.1458462,2133.6,16.5,580872.6,129.3090909,2499.36,18,809792.64,138.8533333,2880.36,20,1152144,144.018,3611.88,24,2080442.88,150.495,40.06666667
6,24,LCOR-503,CT717 3,CT3,Control,control,large,1308.1,1311.5,9,106231.5,145.7222222,1325.88,9,107396.28,147.32,1569.72,12.5,245268.75,125.5776,1874.52,14,367405.92,133.8942857,2362.2,15,531495,157.48,2971.8,19,1072819.8,156.4105263,39.2
7,24,LCOR-339,CT717 3,CT3,Control,control,large,1625.6,1769,13,298961,136.0769231,1517.904,12,218578.176,126.492,2133.6,16,546201.6,133.35,2484.12,18,804854.88,138.0066667,2910.84,20,1164336,145.542,3611.88,23,1910684.52,157.0382609,41.06666667
8,24,LCOR-348,CT717 3,CT3,Control,control,large,1397,1616.5,11,195596.5,146.9545455,1612.392,11,195099.432,146.5810909,1950.72,15.5,468660.48,125.8529032,2331.72,18,755477.28,129.54,2788.92,20,1115568,139.446,3352.8,22.5,1697355,149.0133333,38.13333333
9,24,LCOR-182,LC-102 1C,1C,LC-102,transgenic,large,1511.3,1555.5,10,155550,155.55,1609.344,10,160934.4,160.9344,1932.432,14.2,389655.5885,136.0867606,2194.56,16,561807.36,137.16,2316.48,17,669462.72,136.2635294,3322.32,22,1608002.88,151.0145455,31.4
10,24,LCOR-546,LC-102 4A,4A,LC-102,transgenic,large,1676.4,1769,12,254736,147.4166667,1837.944,12,264663.936,153.162,2164.08,16.5,589170.78,131.1563636,2499.36,19,902268.96,131.5452632,2941.32,20,1176528,147.066,3642.36,24,2097999.36,151.765,40.63333333
11,24,LCOR-212,LC-102 2H,2H,LC-102,transgenic,large,1625.6,1830,12,263520,152.5,1874.52,13,316793.88,144.1938462,2179.32,16.5,593319.87,132.08,2499.36,19,902268.96,131.5452632,2926.08,22,1416222.72,133.0036364,3535.68,24.5,2122291.92,144.3134694,34.3
12,24,LCOR-404,LC-102 1C,1C,LC-102,transgenic,large,1219.2,1403,11,169763,127.5454545,1496.568,11,181084.728,136.0516364,1920.24,15,432054,128.016,2316.48,17,669462.72,136.2635294,2788.92,19,1006800.12,146.7852632,3550.92,25,2219325,142.0368,40.8
13,24,LCOR-084,LC-102 13-15E,13-15E,LC-102,transgenic,large,1739.9,1982.5,14,388570,141.6071429,2075.688,14,406834.848,148.2634286,2438.4,19.5,927201.6,125.0461538,2880.36,22.5,1458182.25,128.016,3459.48,25,2162175,138.3792,4175.76,29,3511814.16,143.9917241,34.76666667
14,24,LCOR-309,LC-102 16-20,16-20,Escape,control,large,1422.4,1738.5,12,250344,144.875,1798.32,12,258958.08,149.86,2194.56,19,792236.16,115.5031579,2651.76,22,1283451.84,120.5345455,3154.68,25,1971675,126.1872,3901.44,26.5,2739786.24,147.2241509,32.53333333
